index,id,reference_text,transcription,success
171,20111213-0900-PLENARY-13-en_20111213-19:01:50_4,THIS EXPLAINS WHY FOR EXAMPLE WE HAVE DOUBLED OUR FINANCIAL SUPPORT TO TUNISIA THIS YEAR A COUNTRY THAT HAS ORGANISED TRULY DEMOCRATIC ELECTIONS AND HAS MADE TANGIBLE PROGRESS IN THE AREAS OF FREEDOMS OF EXPRESSION AND ASSOCIATION,"This explains why, for example, we have doubled our financial support to Tunisia this year, a country that has organized truly democratic elections and has made tangible progress in the areas of freedoms of expression and association.",True
172,20151126-0900-PLENARY-3-en_20151126-09:03:01_7,TAKEN TOGETHER OUR AUDIT RESULTS OVER RECENT YEARS POINT TO A NEED FOR A WHOLLY NEW APPROACH DECISION MAKERS MUST ALIGN THE BUDGET BETTER WITH THE EUROPEAN UNION'S LONG TERM STRATEGIC PRIORITIES AND MAKE IT MORE CAPABLE OF RESPONDING IN A CRISIS,"Taken together, our audit results over recent years point to a need of a wholly new approach. Decision makers must align the budget better with European Union long-term strategic priorities and make it more capable of responding in a crisis.",True
173,20190418-0900-PLENARY-en_20190418-12:38:50_4,SO I'M VERY PLEASED THAT AFTER A LOT OF HARD WORK WITH THE RAPPORTEURS AND SHADOW RAPPORTEURS WE'VE MANAGED TO GET THIS TO BE A MUCH MORE FLEXIBLE ARRANGEMENT WE ARE PLACING LESS EMPHASIS ON JUST ELECTRICAL VEHICLES AND WE ARE GOING TO ALLOW TECHNOLOGY TO DEVELOP QUITE RIGHT TOO,"I'm very pleased that, after a lot of hard work with the shadow rapporteurs, we've managed to get this to be a much more flexible arrangement. We are placing less emphasis on just electrical vehicles. We're going to allow technology to develop quite right too.",True
174,20110405-0900-PLENARY-8-en_20110405-16:05:45_11,WE ALL KNOW THAT THE PRIMARY RESPONSIBILITY FOR THE INTEGRATION OF ROMA LIES WITH THE MEMBER STATES,We all know that the primary responsibility for the integration of Roma lies with the member states.,True
175,20180531-0900-PLENARY-3-en_20180531-10:17:10_2,I WOULD JUST SAY THAT IRAN MUST START BEHAVING IN A MORE REASONABLE WAY WITH RESPECT FOR OTHER COUNTRIES AND THEIR CITIZENS IF IT WISHES TO BE TAKEN SERIOUSLY AND TREATED WITH RESPECT BY THE REST OF THE WORLD,I will just say that Iran must start behaving in a more reasonable way with respect for other countries and their citizens if it wishes to be taken seriously and treated with respect by the rest of the world.,True
176,20160705-0900-PLENARY-5-en_20160705-10:59:18_17,HE HAS ALSO PROVED OVER THE PAST FEW WEEKS THAT HE IS UNABLE AND UNFIT TO LEAD THESE NEGOTIATIONS,"Felly, rydyn ni wedi'i gwneud o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r f",True
177,20180911-0900-PLENARY-witholdRO-en_20180911-10:09:59_44,THE AGREEMENT ON NORTH MACEDONIA IS AN EXAMPLE FOR EUROPE,And the agreement on North Macedonia is an example for Europe.,True
178,20181115-0900-PLENARY-en_20181115-10:30:05_4,WE MUST CREATE AWARENESS AND ENCOURAGE PEOPLE TO CHECK THEIR BODIES ESPECIALLY IF THEY ARE IN PARKS WHERE THERE ARE DEER ETCETERA,"We must create awareness and encourage people to check their bodies, especially if they are in parks, whether they are deer, etc.",True
179,20130206-0900-PLENARY-10-en_20130206-15:06:16_5,AS A CANDIDATE COUNTRY TURKEY HAS TO MEET THE COPENHAGEN POLITICAL CRITERIA INCLUDING THE STABILITY OF INSTITUTIONS GUARANTEEING DEMOCRACY THE RULE OF LAW HUMAN RIGHTS AND RESPECT FOR AND PROTECTION OF MINORITIES,"As a candidate country, Turkey has to meet the Copenhagen political criteria, including the stability of institutions guaranteeing democracy, the rule of law, human rights and respect for and protection of minorities.",True
180,20180913-0900-PLENARY-en_20180913-10:40:39_11,THE WAY FORWARD FOR US IS TO MAKE THEM STRONGER AND TO BUILD A STRONG MORE EFFECTIVE MULTILATERAL SYSTEM,"The way forward for us is to make them stronger and to build a strong, more effective multilateral system.",True
181,20200210-0900-PLENARY-en_20200210-19:35:18_12,SECONDLY WE RISK THAT THE EXISTING EU PRODUCT SAFETY AND LIABILITY FRAMEWORKS DO NOT ADEQUATELY COVER NEW AIENABLED PRODUCTS AND SERVICES,"Secondly, we risk that the existing EU product safety and liability frameworks do not adequately cover new AI-enabled products and services.",True
182,20190311-0900-PLENARY-en_20190311-18:36:15_0,MADAM PRESIDENT AT ITS CORE THE EUROPEAN SOLIDARITY CORPS STANDS FOR THE VALUES THAT THE EU WAS BUILT UPON IT IS THEREFORE A PEACE MAKING SOLIDARITY PROJECT WHICH INVESTS IN THE POTENTIAL OF YOUNG CITIZENS,"At its core, the European Solidarity Core stands for the values that the EU was built upon. It is therefore a peacemaking solidarity project which invests in the potential of young citizens.",True
183,20200114-0900-PLENARY-en_20200114-10:24:35_6,WE NEED TO SEE A STOP TO THIS,We need to stop to this.,True
184,20120216-0900-PLENARY-7-en_20120216-12:48:36_1,THIS IS WITH THE AIM OF ACHIEVING THE GOALS FOR DEPLETED STOCKS ON AN URGENT BASIS AND I STRESS THE WORD URGENT,"Mae'n meddwl i'n meddwl i'r golygu gyda'r dyfodol o'r bwysig, ac rwy'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl i'n meddwl",True
185,20091021-0900-PLENARY-3-en_20091021-09:58:33_7,THIS IS A VERY SERIOUS CHARGE MINISTER AND COMES FROM ONE OF THE BANKING WORLD'S OWN LEADING MEMBERS,This is a very serious charge minister and comes from the one of the banking world's own leading members.,True
186,20170531-0900-PLENARY-12-en_20170531-19:26:06_12,IT IS ABOUT SENDING A POSITIVE SIGNAL OF EU SUPPORT TO UKRAINE HELPING THE ECONOMY OF A COUNTRY WHICH IS SUFFERING FROM THE ILLEGAL ANNEXATION OF CRIMEA AND SEVASTOPOL AND MILITARY CONFLICT PROVOKED BY RUSSIA IN THE EASTERN PART OF THE COUNTRY,"Felly, mae'n gweithio'r syniad yw'r syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau syniadau sy",True
187,20171005-0900-PLENARY-3-en_20171005-09:07:45_4,PRISONS CAPACITY IS NOT THE SOLE SOLUTION TO OVERCROWDING AS THE PRISON POPULATION TENDS TO RISE AT THE SAME RATE AS PRISON CAPACITY,Capacity is not the sole solution to overcrowding as the prison population tends to rise at the same rate as the prison capacity.,True
188,20191023-0900-PLENARY-en_20191023-20:04:21_26,THE COMMISSION WILL CONTINUE TO SUPPORT ALBANIA AND NORTH MACEDONIA IN EVERY WAY IT CAN TO ENSURE THAT THE EU REFORMS CONTINUE TO BE IMPLEMENTED IN THE INTEREST OF THEIR CITIZENS AND TO CONTINUE TO HELP PREPARE THEM FOR THEIR FUTURE IN THE EUROPEAN UNION,The Commission will continue to support Albania and North Macedonia in every way it can to assure that the EU reforms continue to be implemented in the interest of the citizens and to continue to help prepare them for the future in the European Union.,True
189,20111027-0900-PLENARY-3-en_20111027-09:18:33_21,IN TWO THOUSAND AND TEN HE CLOSED TWENTY THREE INQUIRIES AND OPENED TWENTY TWO NEW,"In 2010, he closed 23 Inquiries and opened 22 New Works.",True
190,20170216-0900-PLENARY-4-en_20170216-10:01:34_2,ONE HUNDRED AND SIXTY UN MEMBER STATES HAVE ABOLISHED THE DEATH PENALTY OR DO NOT PRACTISE IT AND THAT LIST SHOULD GROW,"and 160 UN member states have abolished the death penalty or do not practice it, and that list should grow.",True
191,20180912-0900-PLENARY-en_20180912-11:10:20_5,HOWEVER THE EU BACKSTOP PROPOSAL IGNORES ONE OF THE CORE PRINCIPLES OF THAT AGREEMENT THE PRINCIPLE OF CONSENT,Maen nhw'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud o'r ddweud,True
192,20110405-0900-PLENARY-3-en_20110405-09:05:16_24,NUMBER FIVE WE AGREED THAT CREDIBLE STRESS TESTS FOR THE BANKS WILL TAKE PLACE SOON,"Number five, we agree that credible stress tests for the banks will take place soon.",True
193,20141020-0900-PLENARY-14-en_20141020-18:16:59_7,AS A BRITISH DOCTOR I AM PROUD THAT THE BRITISH ROYAL NAVY IS EN ROUTE TO THE REGION AS WE SPEAK TAKING MEDICAL EQUIPMENT PERSONNEL AND HELICOPTERS BY WAY OF ASSISTANCE,"As a British doctor, I am proud that the British Royal Navy is on routes to the region as we speak, taking medical equipment, personnel and helicopters by way of assistance.",True
194,20120705-0900-PLENARY-5-en_20120705-09:42:30_2,I THINK THAT IS A PRETTY FAIR JUDGMENT ON THE STRUCTURE OF THE SUMMIT AND I HOPE ITS FAILURE WILL LEAD TO A RE EVALUATION OF THE EFFICACY OF THESE SET PIECE EVENTS,"Rwy'n meddwl i'n meddwl i'r ffordd o'r ffordd o'r symud, ac rwy'n meddwl i'r ffordd o'r reyfaluoedd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd o'r ffordd",True
195,20180315-0900-PLENARY-4-en_20180315-10:13:24_5,THE DEPRESSINGLY LOW AMBITIONS WILL GET US NOWHERE AND WILL ONLY SET US UP TO FAIL WEDDING OURSELVES TO A FUTURE OF FOSSIL FUEL DEPENDENCY,"The depressingly low ambitions will get us nowhere and will only set us up to fail, wedding ourselves to a future of fossil fuel dependency.",True
196,20150708-0900-PLENARY-5-en_20150708-12:38:46_11,BUT NOW THANKFULLY BECAUSE WE TOOK THE HARD MEDICINE WE HAVE THE FASTEST GROWING ECONOMY IN EUROPE AT FOUR EIGHT THAT IS BECAUSE OF GOOD LEADERSHIP I SAY TO MR TSIPRAS LEADERSHIP IS ABOUT GIVING LEADERSHIP AND TAKING THE HARD DECISIONS NOT GOING AROUND EUROPE GIVING INTERVIEWS TO EVERY NEWSPAPER TELEVISION STATION AND RADIO STATION AS WE HAVE,"But now, thankfully, because we took the hard medicine, we had the fastest growing economy in Europe at 4.8%. That's because of good leadership. I say to Mr. Cyprus, leadership is about giving leadership, taking the hard decisions, not going around Europe, giving interviews to every newspaper, every television station, every radio, as we've seen.",True
197,20141215-0900-PLENARY-15-en_20141215-18:57:14_1,THE REVISED PROPOSAL IGNORES SEVERAL RECOMMENDATIONS OF THE EUROPEAN PARLIAMENT INCLUDING A DIFFERENTIATION BETWEEN DIFFERENT FUEL FEEDSTOCKS,"The revised proposal ignores several recommendations of the European Parliament, including a differentiation between different fuel feedstocks.",True
198,20170516-0900-PLENARY-10-en_20170516-13:07:33_2,HAD THE REPORT BEEN A LOT STRONGER IN ACCURATELY IDENTIFYING THE SCALE OF THE ISSUES AND HAD THERE NOT BEEN AMENDMENTS SUBMITTED THAT ACTUALLY HIGHLIGHTED THE COUNTRIES AT FAULT THEN I MIGHT HAVE SUPPORTED ITS ADOPTION BUT I WANT TO SEE SCRUTINY TRANSPARENCY AND ACCURACY,"Felly, had the report been a lot stronger in accurately identifying the scale of the issues, had there not been amendments submitted that actually highlighted the countries at fault, then I might have supported its adoption. But I want to see scrutiny and transparency and accuracy",True
199,20101020-0900-PLENARY-17-en_20101020-22:52:37_9,ACTA IS ABOUT ESTABLISHING A NEW TOOL THAT WILL ENSURE THAT EXISTING INTELLECTUAL PROPERTY RIGHTS ARE EFFECTIVELY PROTECTED,Akta is about establishing a new tool that will ensure that existing intellectual property rights are effectively protected.,True
200,20160509-0900-PLENARY-11-en_20160509-19:31:57_14,THE COMMISSION IS CONFIDENT THAT THIS WORK WILL BEAR FRUIT ALLOWING INVESTMENTS TO RESULT AND SUSTAINABLE GROWTH FOR PEOPLE ON THE GROUND WHICH IS AFTER ALL OUR COMMON OBJECTIVE TO US ALL,المشاركة تعتقد أن هذا العمل سيقوم بإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان المنزل لإمكان,True
201,20190213-0900-PLENARY-en_20190213-20:25:40_26,BEFORE I CAME TO THIS PLACE I HAD A TWENTY YEAR CAREER IN STEEL SALES AND EXOTIC METALS AND WE WOULD BUY AND SELL ALL AROUND THE WORLD,"Felly, mae'n gweithio i gyd, mae'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n gweithio'n g",True
202,20150520-0900-PLENARY-3-en_20150520-09:17:04_29,THESE TWO MECHANISMS WILL BE BASED ON A DISTRIBUTION KEY DEVELOPED ACCORDING TO OBJECTIVE AND CLEAR CRITERIA,These two mechanisms will be based on a distribution key developed according to objective and clear criteria.,True
203,20150112-0900-PLENARY-3-en_20150112-17:31:43_13,BUT UNLESS WE ARE PREPARED TO ADMIT OUR OWN CULPABILITY IN MUCH OF WHAT HAS HAPPENED WE ARE NOT GOING TO BE ABLE TO FIND SOLUTIONS,"but unless we're prepared to admit our own culpability in much of what has happened, we are not going to be able to find solutions.",True
204,20110117-0900-PLENARY-7-en_20110117-17:45:03_6,I AM ENCOURAGED THAT THE INTERIM LEADERSHIP HAS PROMISED SUBSTANTIAL REFORMS BECAUSE EMBARKING ON SUCH A PATH WILL GREATLY STRENGTHEN TUNISIA'S RELATIONSHIP WITH THE EUROPEAN UNION IN THE MEANTIME MY GROUP CALLS FOR MAXIMUM RESTRAINT BY THE SECURITY FORCES AND FOR THE ARREST AND TRIAL OF THE ANCIEN REGIME S PRESIDENTIAL GUARD LEADERSHIP RESPONSIBLE FOR THE SHOOTING IN THE LAST FEW DAYS OF INNOCENT BYSTANDERS IN A FUTILE ATTEMPT TO DESTABILISE THE COUNTRY,"I'm encouraged that the interim leadership has promised substantial reforms, because embarking on such a path will greatly strengthen Tunisia's relationship with the European Union. In the meantime, my group calls for maximum restraint by the security forces and for the arrest and trial of the Ancien Régime's presidential guard leadership responsible for the recent shooting in the last few days of innocent bystanders in a futile attempt to destabilise the country.",True
205,20150429-0900-PLENARY-18-en_20150429-17:11:06_22,IN THAT REGARD THE EUROPEAN UNION IS READY TO UPSCALE ANY FORM OF COOPERATION WITH ALL INTERNATIONAL ORGANISATIONS ENGAGED IN THE PRESERVATION OF CULTURAL HERITAGE ESPECIALLY WITH UN SYSTEMS AND AGENCIES,"V takoče, Unija Europejska je tudi načinjala vse formu kooperacije, kaj je v vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh vseh v",True
206,20120418-0900-PLENARY-12-en_20120418-16:56:38_19,I WANT TO ENSURE THAT WE CAN START THE FIRST CONCRETE PROJECTS MOVING IN THE COURSE OF THE COMING MONTHS THIS SUMMER IN ORDER TO HAVE INVESTMENT IN INFRASTRUCTURE ENERGY TRANSPORT AND COMMUNICATION WHICH MEANS SUSTAINABLE EMPLOYMENT FOR EUROPE I WANT TO THANK YOU FOR YOUR VERY CONCRETE SUPPORT FOR THE OBJECTIVE OF PROJECT BONDS WE HAVE CALLED FOR REINFORCEMENT OF THE CAPITAL BASE OF THE EUROPEAN INVESTMENT,"I want to make it sure that we can achieve the first concrete projects moving already in the course of the coming months this summer in order to have investment in infrastructure, energy, transport and communication, which means sustainable employment for Europe. I want to thank for your very concrete support for the objective of project bonds. We have called for a reinforcement of the capital base of the European investment bank",True
207,20090325-0900-PLENARY-8-en_20090325-16:36:45_15,IN REALISING ITS WIDER AIMS THE US SHOULD NOT FORGET THAT THESE LOYAL ALLIES HAVE SENSITIVITIES ESPECIALLY WHEN IT PRESSES THE US RUSSIA RESET BUTTON,"In realising its wider aims, the US should not forget that these loyal allies have sensitivities, especially when it presses the US-Russia reset button.",True
208,20140918-0900-PLENARY-4-en_20140918-10:07:11_3,HOWEVER ONE ISSUE I WISH TO BRIEFLY HIGHLIGHT IS THE ONGOING SHAMEFUL LACK OF ACTION OF THE EUROPEAN UNION ON THE SITUATION IN PALESTINE,"However, one issue I wish to briefly highlight is the ongoing shameful lack of action of the European Union on the situation in Palestine.",True
209,20181115-0900-PLENARY-en_20181115-09:58:56_1,IN FACT LYME DISEASE IS THE MOST PREVALENT TICK TRANSMITTED INFECTION IN EUROPE,"In fact, Lyme disease is the most prevalent tick-transmitted infection in Europe.",True
210,20181002-0900-PLENARY-en_20181002-20:05:25_20,HOWEVER THESE QUICK FIXES AND SIMPLIFICATIONS CANNOT STAND ALONE,"Hvis man ikke kan stå sammen, kan man ikke stå sammen.",True
211,20131009-0900-PLENARY-3-en_20131009-10:03:51_4,WE MUST STEP BEYOND THE DISGRACEFUL DISCUSSIONS SUCH AS THOSE IN THE NETHERLANDS AS TO WHETHER WE WOULD TAKE FIFTY OR TWO HUNDRED AND FIFTY PEOPLE INTO OUR COUNTRIES WHILE A COUNTRY LIKE LEBANON TAKES IN SIX ZERO PEOPLE A DAY THE MAJORITY OF WHOM ARE GIRLS AND WOMEN,"We must step beyond the disgraceful discussions, such as those in the Netherlands, whether we would take 50 or 250 people into our countries, while a country like Lebanon takes in 6,000 people a day, a majority of which are girls and women.",True
212,20150907-0900-PLENARY-23-en_20150907-22:45:22_2,WE ARE NO LONGER WONDERING WHETHER ENTREPRENEURSHIP CAN BE TAUGHT OR NOT WHETHER A CLASSROOM IS A PROPER PLACE TO DO IT,"We are no longer wondering whether entrepreneurship can be taught or not, if a classroom is a proper place to do it.",True
213,20120911-0900-PLENARY-23-en_20120911-19:10:31_9,THE REPORT ALSO MAKES SEVERAL SUGGESTIONS ON LABELLING INCLUDING THE NEED FOR CLEAR INFORMATION FOR CONSUMERS ON ORIGIN METHOD AND DATA PRODUCTION,"Mae'r berthynas maen nhw'n gweithio'r syniadau o'r labelwch, wrth gwrs, o'r gwneud o gweithio'r gwneud o'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio'r gwneudio",True
214,20110511-0900-PLENARY-12-en_20110511-21:20:12_9,IT NEEDS TO BE APPLIED ACROSS THE ENTIRE EUROPEAN TERRITORY,It needs to be applied across the entire European territory.,True
215,20110929-0900-PLENARY-4-en_20110929-10:01:57_2,THIS FUND THE EUROPEAN GLOBALISATION ADJUSTMENT FUND MUST BE THE LAST OPTION AVAILABLE TO GOVERNMENTS AFTER ALL EFFORTS ARE EXHAUSTED TO REPLACE RELOCATED COMPANIES,"This fund, the Globalisation Fund, must be the last option available to government after all efforts are exhausted to replace relocated company.",True
216,20160608-0900-PLENARY-22-en_20160608-18:42:22_1,IT CRIMINALISES A WHOLE DEMOCRATIC PARTY REPRESENTING A SIZABLE PART OF THE POPULATION A SIZABLE PART OF THE VOTERS EVEN,mae'n gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweithio'r gweith,True
217,20110203-0900-PLENARY-8-en_20110203-12:52:40_5,WE HAVE WORKED VERY WELL WITHOUT THE EU IN THE COUNTY OF HAMPSHIRE WHERE THE EPC IS SITUATED,We've worked very well without the EU and the county of Hampshire where the EPC is situated.,True
218,20151029-0900-PLENARY-5-en_20151029-09:05:00_16,TWO THOUSAND AND SIXTEEN TO DO THIS I BELIEVE THAT WE NEED TO ESTABLISH EUROPEAN AND GLOBAL RULES WHICH WILL ADDRESS THE FOLLOWING AREAS AIR WORTHINESS CERTIFICATION COMMERCIAL AND RECREATIONAL USE DRONE IDENTITY APPROPRIATE PILOT TRAINING LIABILITY AND INSURANCE OPERATIONS,"To do this, I believe that we need to establish European and global rules which will address the following areas. Erworthiness, certification, commercial and recreational use, drone identity, appropriate pilot training, liability and insurance, operations",True
219,20191114-0900-PLENARY-en_20191114-09:26:25_10,WE ARE LIVING THROUGH THE CONSEQUENCES OF OUR OWN PANDERING TO THE FAR RIGHT ON ISSUES OF IMMIGRATION ASYLUM AND INTERNATIONAL DEVELOPMENT AID,"Felly, we are living through the consequences of our own pandering to the far right on issues of immigration, asylum and international development aid.",True
